fecha,producto_id,demanda,categoria_abc,variabilidad,prediccion_media_movil,prediccion_regresion_lineal,prediccion_xgboost,metodo_usado,prediccion_final,error_final
2022-05-01,700578,123,B,Baja,210.33333333333334,147.71942401949852,187.3153,XGBoost,187.3153076171875,64.3153076171875
2022-06-01,700578,114,B,Baja,208.0,287.5072806951672,151.42357,XGBoost,151.42356872558594,37.42356872558594
2022-04-01,700587,104,C,Baja,90.33333333333333,89.06606788642502,48.513176,XGBoost,48.51317596435547,-55.48682403564453
2022-05-01,700587,48,C,Baja,95.66666666666667,107.5996194992902,39.95909,XGBoost,39.95909118652344,-8.040908813476562
2022-06-01,700587,32,C,Baja,76.66666666666667,85.9402428127616,46.576527,XGBoost,46.5765266418457,14.576526641845703
2022-04-01,700605,0,C,Alta,22.333333333333332,49.82848657022525,5.525641,XGBoost,5.525640964508057,5.525640964508057
2022-05-01,700605,0,C,Alta,8.0,3.4981674415912813,3.2425513,XGBoost,3.242551326751709,3.242551326751709
2022-06-01,700605,0,C,Alta,8.0,27.278044454894022,4.229716,XGBoost,4.229715824127197,4.229715824127197
2022-04-01,700628,132,B,Media,170.33333333333334,294.91212285086567,162.29637,XGBoost,162.29637145996094,30.296371459960938
2022-05-01,700628,330,B,Media,125.0,113.82152121328832,184.06549,XGBoost,184.06549072265625,-145.93450927734375
2022-06-01,700628,460,B,Media,195.33333333333334,160.7992484789738,193.82726,XGBoost,193.82725524902344,-266.17274475097656
2022-04-01,700629,3,C,Baja,4.333333333333333,1.4574678880565743,4.2512345,Regresión Lineal,1.4574678880565743,-1.5425321119434257
2022-05-01,700629,7,C,Baja,4.333333333333333,4.440167084684606,4.230595,Regresión Lineal,4.440167084684606,-2.5598329153153943
2022-06-01,700629,3,C,Baja,4.666666666666667,2.723853030782725,4.881776,Regresión Lineal,2.723853030782725,-0.2761469692172751
2022-04-01,700630,0,C,Alta,0.3333333333333333,0.0,0.5452415,Regresión Lineal,0.0,0.0
2022-05-01,700630,1,C,Alta,0.0,0.0,0.52960026,Regresión Lineal,0.0,-1.0
2022-06-01,700630,0,C,Alta,0.3333333333333333,0.0,0.57276714,Regresión Lineal,0.0,0.0
2022-04-01,700631,0,C,Alta,53.333333333333336,36.74509144843287,8.718457,XGBoost,8.718457221984863,8.718457221984863
2022-05-01,700631,0,C,Alta,52.333333333333336,188.57889429041015,0.35293636,XGBoost,0.35293635725975037,0.35293635725975037
2022-06-01,700631,0,C,Alta,0.0,0.0,0.0,XGBoost,0.0,0.0
2022-04-01,700634,1538,A,Baja,1945.0,1824.6055751348363,1640.2814,XGBoost,1640.2813720703125,102.2813720703125
2022-05-01,700634,1724,A,Baja,1867.3333333333333,1899.8351691665505,1554.8046,XGBoost,1554.8045654296875,-169.1954345703125
2022-06-01,700634,1781,A,Baja,1839.3333333333333,2346.351511195062,1575.347,XGBoost,1575.3470458984375,-205.6529541015625
2022-04-01,700639,3,C,Media,23.333333333333332,7.017188526865706,8.413677,Regresión Lineal,7.017188526865706,4.017188526865706
2022-05-01,700639,61,C,Media,23.666666666666668,39.79055339912927,8.69309,Regresión Lineal,39.79055339912927,-21.209446600870727
2022-06-01,700639,28,C,Media,32.333333333333336,42.91707647944566,9.977852,Regresión Lineal,42.91707647944566,14.917076479445662
2022-04-01,700640,1106,A,Baja,798.0,618.0098053861386,665.0824,Media móvil,798.0,-308.0
2022-05-01,700640,640,A,Baja,1007.3333333333334,1307.4495250670543,501.83667,Media móvil,1007.3333333333334,367.33333333333337
2022-06-01,700640,812,A,Baja,812.6666666666666,776.0888180849771,692.9391,Media móvil,812.6666666666666,0.6666666666666288
2022-04-01,700644,0,C,Alta,1.0,0.0,0.5548067,XGBoost,0.5548067092895508,0.5548067092895508
