fecha,producto_id,demanda,categoria_abc,variabilidad,usar_ml,prediccion_xgboost,prediccion_baseline_3m,prediccion_final,metodo_usado,error_final
2023-12-01,1068,0.0,C,Alta,True,0.0,18.666666666666668,0.0,XGBoost,0.0
2023-10-01,1069,46.0,A,Alta,True,25.028572,1.3333333333333333,25.02857208251953,XGBoost,-20.97142791748047
2023-11-01,1069,23.0,A,Alta,True,33.700848,16.666666666666668,33.70084762573242,XGBoost,10.700847625732422
2023-12-01,1069,47.0,A,Alta,True,30.582483,23.0,30.582483291625977,XGBoost,-16.417516708374023
2023-10-01,1070,0.0,C,Alta,True,0.40731895,0.0,0.40731894969940186,XGBoost,0.40731894969940186
2023-11-01,1070,49.0,C,Alta,True,21.55258,0.0,21.552579879760742,XGBoost,-27.447420120239258
2023-12-01,1070,41.0,C,Alta,True,20.379179,16.333333333333332,20.379179000854492,XGBoost,-20.620820999145508
2023-10-01,1071,22.0,B,Alta,True,18.692083,0.0,18.69208335876465,XGBoost,-3.3079166412353516
2023-11-01,1071,59.0,B,Alta,True,23.392952,7.333333333333333,23.39295196533203,XGBoost,-35.60704803466797
2023-12-01,1071,40.0,B,Alta,True,21.202284,27.0,21.20228385925293,XGBoost,-18.79771614074707
2023-10-01,1072,0.0,A,Alta,True,0.11948189,21.0,0.1194818913936615,XGBoost,0.1194818913936615
2023-11-01,1072,64.0,A,Alta,True,15.121103,21.0,15.121103286743164,XGBoost,-48.878896713256836
2023-12-01,1072,23.0,A,Alta,True,43.09945,21.333333333333332,43.099449157714844,XGBoost,20.099449157714844
2023-10-01,1073,90.0,A,Alta,True,16.019936,0.0,16.019935607910156,XGBoost,-73.98006439208984
2023-11-01,1073,48.0,A,Alta,True,38.37599,30.0,38.37599182128906,XGBoost,-9.624008178710938
2023-12-01,1073,111.0,A,Alta,True,24.506414,46.0,24.50641441345215,XGBoost,-86.49358558654785
2023-10-01,1074,0.0,A,Media,True,0.0,20.0,0.0,XGBoost,0.0
2023-11-01,1074,42.0,A,Media,True,12.603038,20.0,12.60303783416748,XGBoost,-29.39696216583252
2023-12-01,1074,19.0,A,Media,True,18.922436,23.666666666666668,18.922435760498047,XGBoost,-0.07756423950195312
2023-10-01,1075,18.0,A,Alta,True,43.32361,33.666666666666664,43.3236083984375,XGBoost,25.3236083984375
2023-11-01,1075,37.0,A,Alta,True,38.594887,39.666666666666664,38.594886779785156,XGBoost,1.5948867797851562
2023-12-01,1075,0.0,A,Alta,True,0.6991174,18.333333333333332,0.6991174221038818,XGBoost,0.6991174221038818
2023-10-01,1076,23.0,B,Alta,True,26.29208,8.666666666666666,26.29207992553711,XGBoost,3.2920799255371094
2023-11-01,1076,0.0,B,Alta,True,0.0,16.333333333333332,0.0,XGBoost,0.0
2023-12-01,1076,62.0,B,Alta,True,29.511923,16.333333333333332,29.51192283630371,XGBoost,-32.48807716369629
2023-10-01,1077,28.0,B,Alta,True,22.54909,22.666666666666668,22.549089431762695,XGBoost,-5.450910568237305
